epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.103515625,2.7631916999816895,0.001,0.09375,2.3020529747009277
1,0.1748046875,2.3256027698516846,0.0005,0.0859375,2.3114705085754395
