epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1650390625,2.6040055751800537,0.001,0.0859375,2.294604778289795
1,0.2177734375,2.190594434738159,0.0005,0.15234375,2.2940917015075684
