epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1494140625,2.585064649581909,0.001,0.08203125,2.3003430366516113
1,0.2099609375,2.2166013717651367,0.0005,0.1015625,2.298980236053467
