epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1298828125,2.7099385261535645,0.001,0.12109375,2.3005199432373047
1,0.201171875,2.2667312622070312,0.0005,0.14453125,2.3007431030273438
