epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1376953125,2.6101362705230713,0.001,0.15234375,2.3000054359436035
1,0.23828125,2.1316099166870117,0.0005,0.13671875,2.304766893386841
